timestamp,value,score,year,month,day,hour,minute
2021-01-08 14:18:15,8.77,1.4845387619,2021,1,8,14,18
2021-01-08 14:21:16,8.75,1.4799106774,2021,1,8,14,21
2021-01-08 14:24:16,8.78,1.4869257342,2021,1,8,14,24
2021-01-08 14:27:15,8.81,1.5132559235,2021,1,8,14,27
2021-01-08 14:30:16,8.78,1.5173872003,2021,1,8,14,30
2021-01-08 14:33:15,8.75,1.5221818318,2021,1,8,14,33
2021-01-08 14:36:16,8.73,1.5253418779,2021,1,8,14,36
2021-01-08 14:39:16,8.76,1.5223548642,2021,1,8,14,39
2021-01-08 14:42:16,8.76,1.5315146075,2021,1,8,14,42
2021-01-08 14:45:16,8.74,1.5333359566,2021,1,8,14,45
2021-01-08 14:48:16,8.73,1.5336056227,2021,1,8,14,48
2021-01-08 14:51:16,8.75,1.5313771342,2021,1,8,14,51
2021-01-08 14:54:15,8.7,1.5383340458,2021,1,8,14,54
2021-01-08 14:57:16,8.73,1.5416717858,2021,1,8,14,57
2021-01-08 15:00:15,8.69,1.5473408694,2021,1,8,15,0
2021-01-08 15:03:16,8.76,1.547740282,2021,1,8,15,3
2021-01-08 15:06:15,8.74,1.5474910821,2021,1,8,15,6
2021-01-08 15:09:16,8.71,1.52745218,2021,1,8,15,9
2021-01-08 15:12:15,8.73,1.5283247811,2021,1,8,15,12
2021-01-08 15:15:16,8.71,1.5352266585,2021,1,8,15,15
2021-01-08 15:18:15,8.78,1.5371164189,2021,1,8,15,18
2021-01-08 15:21:16,8.75,1.5373899975,2021,1,8,15,21
2021-01-08 15:24:15,8.69,1.5365797452,2021,1,8,15,24
2021-01-08 15:27:16,8.66,1.5392578925,2021,1,8,15,27
2021-01-08 15:30:15,8.56,1.5389213573,2021,1,8,15,30
2021-01-08 15:33:15,8.56,1.5304417246,2021,1,8,15,33
2021-01-08 15:36:16,8.55,1.5259118381,2021,1,8,15,36
2021-01-08 15:39:15,8.54,1.5233240051,2021,1,8,15,39
2021-01-08 15:42:16,8.56,1.5148782784,2021,1,8,15,42
2021-01-08 15:45:15,8.53,1.5113310754,2021,1,8,15,45
2021-01-08 15:48:16,8.52,1.5071909669,2021,1,8,15,48
2021-01-08 15:51:15,8.56,1.5027112174,2021,1,8,15,51
2021-01-08 15:54:16,8.55,1.5000453714,2021,1,8,15,54
2021-01-08 15:57:15,8.59,1.4964493367,2021,1,8,15,57
2021-01-08 16:00:16,8.65,1.4868311323,2021,1,8,16,0
2021-01-08 16:03:15,8.66,1.4852621841,2021,1,8,16,3
2021-01-08 16:06:16,8.71,1.4805052797,2021,1,8,16,6
2021-01-08 16:09:15,8.74,1.4796217322,2021,1,8,16,9
2021-01-08 16:12:16,8.77,1.4799868214,2021,1,8,16,12
2021-01-08 16:15:15,8.79,1.4815765939,2021,1,8,16,15
2021-01-08 16:18:16,8.78,1.4788580137,2021,1,8,16,18
2021-01-08 16:21:15,8.75,1.4798141201,2021,1,8,16,21
2021-01-08 16:24:16,8.76,1.4814998104,2021,1,8,16,24
2021-01-08 16:27:15,8.78,1.4830126339,2021,1,8,16,27
2021-01-08 16:30:15,8.81,1.4884440025,2021,1,8,16,30
2021-01-08 16:33:16,8.82,1.4882412137,2021,1,8,16,33
2021-01-08 16:36:15,8.82,1.4933687182,2021,1,8,16,36
2021-01-08 16:39:16,8.8,1.5033253835,2021,1,8,16,39
2021-01-08 16:42:15,8.77,1.5099649593,2021,1,8,16,42
2021-01-08 16:45:16,8.8,1.5198065639,2021,1,8,16,45
2021-01-08 16:48:15,8.78,1.4938300139,2021,1,8,16,48
2021-01-08 16:51:16,8.77,1.4976314212,2021,1,8,16,51
2021-01-08 16:54:15,8.75,1.4986180358,2021,1,8,16,54
2021-01-08 16:57:16,8.76,1.4991782108,2021,1,8,16,57
2021-01-08 17:00:15,8.78,1.5012517977,2021,1,8,17,0
2021-01-08 17:03:16,8.78,1.5014369662,2021,1,8,17,3
